query_id,ref_id,score
Q200056,R215640,-0.08784872
Q200095,R212691,-0.08786233
Q200006,R208654,-0.08786774
Q200035,R230335,-0.0878706
Q200067,R223836,-0.08787234
Q200012,R239923,-0.0878752
Q200056,R228596,-0.08787522
Q200063,R219747,-0.08787745
Q200093,R201347,-0.08788049
Q200070,R217802,-0.0878817
Q200038,R235827,-0.08788262
Q200040,R226269,-0.08788659
Q200035,R205385,-0.08789684
Q200063,R231384,-0.08789788
Q200033,R228133,-0.08789912
Q200083,R210982,-0.087905034
Q200040,R219479,-0.087906554
Q200007,R200943,-0.08792293
Q200048,R239347,-0.087926686
Q200070,R231440,-0.08792701
Q200035,R218205,-0.08793415
Q200083,R213386,-0.08793427
Q200054,R229778,-0.087937504
Q200011,R217308,-0.08794612
Q200084,R211378,-0.0879491
Q200056,R214633,-0.08795445
Q200038,R206860,-0.087955385
Q200087,R210557,-0.08795649
Q200086,R229679,-0.08796029
Q200067,R208915,-0.087966636
Q200012,R223592,-0.08796924
Q200066,R200014,-0.08797115
Q200012,R223019,-0.087975055
Q200066,R211117,-0.0879792
Q200070,R237577,-0.08798599
Q200063,R224714,-0.0879972
Q200059,R212873,-0.087999046
Q200004,R233712,-0.08800596
Q200084,R234168,-0.0880118
Q200065,R217410,-0.08801511
Q200002,R220783,-0.088016436
Q200064,R218434,-0.08802001
Q200030,R220500,-0.08802089
Q200033,R216353,-0.08802123
Q200063,R208948,-0.08802396
Q200089,R235720,-0.088026226
Q200030,R203896,-0.08802912
Q200003,R213786,-0.08803786
Q200054,R225042,-0.088038415
Q200093,R210781,-0.08804244
Q200033,R234271,-0.08805373
Q200056,R200563,-0.08805412
Q200067,R228824,-0.08805558
Q200035,R217024,-0.0880595
Q200100,R223071,-0.08806819
Q200031,R205023,-0.08807278
Q200024,R237363,-0.08807461
Q200062,R227666,-0.088077724
Q200056,R205238,-0.088080585
Q200063,R222046,-0.088086724
Q200095,R206578,-0.0880886
Q200011,R217359,-0.08810747
Q200044,R203865,-0.0881096
Q200045,R215314,-0.08812298
Q200003,R211625,-0.088124454
Q200011,R237163,-0.08812454
Q200038,R216027,-0.08813
Q200056,R220877,-0.088137805
Q200039,R229264,-0.08813842
Q200074,R205304,-0.08813949
Q200036,R235738,-0.08813964
Q200036,R214895,-0.08814199
Q200067,R215311,-0.08814213
Q200035,R213297,-0.088148296
Q200021,R237696,-0.088154376
Q200059,R205022,-0.08815706
Q200011,R221427,-0.08816652
Q200088,R239134,-0.088180825
Q200040,R237871,-0.08819145
Q200018,R214373,-0.08819249
Q200071,R219192,-0.08819328
Q200027,R212035,-0.088196725
Q200088,R200069,-0.08821061
Q200087,R210561,-0.088214904
Q200065,R207482,-0.088218585
Q200065,R240290,-0.08821954
Q200035,R237590,-0.088222966
Q200035,R201750,-0.088223696
Q200073,R236698,-0.08822958
Q200013,R222300,-0.0882332
Q200023,R236388,-0.08824116
Q200083,R233977,-0.08824344
Q200043,R219504,-0.088245004
Q200083,R213840,-0.08827165
Q200014,R227894,-0.088273615
Q200057,R239692,-0.0882764
Q200039,R240242,-0.088286385
Q200015,R232311,-0.08828676
Q200055,R218158,-0.08829434
Q200093,R225012,-0.088294744
Q200088,R212453,-0.088299185
Q200038,R218044,-0.088308424
Q200071,R217935,-0.08830918
Q200014,R228612,-0.08831778
Q200007,R238348,-0.088338286
Q200057,R209426,-0.088338345
Q200051,R218013,-0.08834049
Q200024,R217791,-0.088357106
Q200086,R238632,-0.08835986
Q200020,R223424,-0.08836228
Q200024,R206395,-0.08836636
Q200003,R231178,-0.08836664
Q200020,R237794,-0.08836746
Q200067,R203373,-0.08837448
Q200058,R222545,-0.08837755
Q200055,R234188,-0.08837968
Q200059,R221427,-0.08838028
Q200010,R201349,-0.08838481
Q200095,R234836,-0.088396266
Q200047,R236860,-0.08840014
Q200086,R209524,-0.08840798
Q200071,R225873,-0.08841035
Q200064,R239074,-0.08841191
Q200088,R213893,-0.08841352
Q200084,R234613,-0.08841643
Q200007,R209438,-0.088424906
Q200089,R213180,-0.088426545
Q200008,R239673,-0.08842906
Q200052,R225804,-0.08842957
Q200014,R238907,-0.08843176
Q200070,R233698,-0.08844158
Q200012,R236072,-0.08844219
Q200063,R224297,-0.088442236
Q200027,R203274,-0.08844404
Q200035,R238816,-0.088449836
Q200041,R217224,-0.08845012
Q200049,R231360,-0.08845097
Q200014,R222006,-0.088451535
Q200064,R225967,-0.08845785
Q200040,R235208,-0.08846229
Q200063,R237982,-0.08847156
Q200058,R230565,-0.08847234
Q200050,R233427,-0.08847867
Q200048,R207892,-0.08848229
Q200063,R237261,-0.08848384
Q200062,R233932,-0.0884839
Q200011,R239339,-0.08849028
Q200039,R204736,-0.08849302
Q200014,R220352,-0.088493615
Q200031,R217049,-0.088494554
Q200033,R203632,-0.08849496
Q200006,R201094,-0.08850202
Q200048,R225641,-0.088507056
Q200059,R235279,-0.08850756
Q200045,R230176,-0.088525295
Q200027,R231907,-0.088526174
Q200059,R228735,-0.08852942
Q200020,R206655,-0.08853112
Q200059,R229325,-0.08853254
Q200020,R207542,-0.088541
Q200091,R210060,-0.0885424
Q200035,R208515,-0.088548854
Q200097,R218620,-0.08855878
Q200084,R206763,-0.08855963
Q200040,R222468,-0.08855975
Q200012,R224723,-0.08856708
Q200086,R201940,-0.08857013
Q200070,R234859,-0.08858168
Q200071,R228191,-0.08858453
Q200013,R214129,-0.088586256
Q200074,R210254,-0.08858693
Q200091,R209661,-0.088590354
Q200095,R215583,-0.088593826
Q200038,R204759,-0.088597536
Q200004,R239099,-0.08861092
Q200020,R240045,-0.08861846
Q200056,R207866,-0.08862057
Q200007,R232532,-0.088625774
Q200063,R211014,-0.08862917
Q200040,R213452,-0.08863604
Q200020,R222437,-0.08863619
Q200037,R226738,-0.08863813
Q200014,R226878,-0.088638976
Q200013,R211359,-0.08864665
Q200011,R222968,-0.08864927
Q200056,R235405,-0.08865228
Q200013,R234015,-0.08865906
Q200031,R237245,-0.08866686
Q200012,R219029,-0.088666886
Q200010,R225945,-0.08866948
Q200021,R222314,-0.08867575
Q200040,R228629,-0.088694945
Q200084,R211328,-0.0886998
Q200006,R205088,-0.08870196
Q200056,R200543,-0.08870405
Q200011,R204547,-0.08870672
Q200021,R225135,-0.08870886
Q200058,R200758,-0.08871117
Q200045,R216193,-0.08871472
Q200071,R225079,-0.08872603
Q200012,R204652,-0.0887281
Q200086,R239940,-0.088730365
Q200065,R218426,-0.08873153
Q200063,R205667,-0.088737726
Q200083,R205262,-0.08873804
Q200055,R224004,-0.08873969
Q200070,R201429,-0.08875035
Q200034,R237132,-0.0887506
Q200097,R217992,-0.08875598
Q200012,R214817,-0.08876267
Q200011,R205022,-0.088768065
Q200043,R236534,-0.08876905
Q200061,R210746,-0.08879195
Q200011,R213139,-0.08879556
Q200092,R217497,-0.088819966
Q200082,R233348,-0.08882071
Q200012,R218776,-0.08882466
Q200041,R233457,-0.088824734
Q200040,R219380,-0.08883062
Q200066,R227546,-0.088840574
Q200066,R203203,-0.0888409
Q200087,R229039,-0.08884184
Q200014,R205495,-0.0888537
Q200040,R203222,-0.08886005
Q200011,R207975,-0.08887425
Q200041,R210092,-0.08887477
Q200035,R210174,-0.08889195
Q200031,R207291,-0.08889279
Q200023,R215928,-0.08889566
Q200033,R202876,-0.08890502
Q200061,R203839,-0.088919535
Q200098,R236082,-0.08893438
Q200012,R236058,-0.088936836
Q200089,R212454,-0.08894029
Q200062,R232383,-0.08894493
Q200042,R222356,-0.08894791
Q200007,R217011,-0.0889491
Q200056,R201987,-0.08895263
Q200005,R219747,-0.088954374
Q200015,R203111,-0.088957995
Q200053,R230717,-0.08896178
Q200014,R239452,-0.08897686
Q200095,R225558,-0.088992015
Q200033,R215043,-0.08900319
Q200095,R213402,-0.08901009
Q200049,R204366,-0.08903377
Q200011,R227982,-0.0890428
Q200035,R216767,-0.08904302
Q200071,R214315,-0.08904415
Q200020,R221921,-0.08905049
Q200056,R206729,-0.08905552
Q200076,R217810,-0.08905581
Q200083,R213910,-0.08906157
Q200005,R222444,-0.08906302
Q200056,R233173,-0.08906326
Q200009,R234758,-0.08906978
Q200009,R222672,-0.0890716
Q200056,R223525,-0.089077294
Q200087,R239444,-0.08907853
Q200095,R210007,-0.08907938
Q200075,R208165,-0.089100435
Q200011,R237132,-0.08910528
Q200038,R234402,-0.089106396
Q200087,R218369,-0.08911012
Q200012,R211707,-0.08911213
Q200033,R216663,-0.08911565
Q200007,R235455,-0.08911736
Q200089,R223584,-0.08912289
Q200088,R208716,-0.0891283
Q200007,R220896,-0.089130655
Q200035,R236430,-0.089132756
Q200068,R233949,-0.089144364
Q200096,R221660,-0.089151144
Q200086,R206049,-0.08915275
Q200008,R224171,-0.08915527
Q200086,R231229,-0.08915663
Q200014,R216565,-0.089166716
Q200013,R239547,-0.08917096
Q200081,R235782,-0.0891726
Q200067,R206191,-0.08918306
Q200044,R204282,-0.08918968
Q200059,R230826,-0.08919737
Q200085,R204939,-0.089197874
Q200038,R200319,-0.08919877
Q200085,R236115,-0.08921775
Q200073,R216817,-0.089218095
Q200044,R211674,-0.08923428
Q200059,R233078,-0.08925712
Q200095,R217881,-0.08925742
Q200012,R216041,-0.089270234
Q200093,R230385,-0.08927518
Q200098,R219253,-0.089279264
Q200047,R230276,-0.08928576
Q200035,R235394,-0.08928597
Q200014,R212090,-0.08928843
Q200066,R221593,-0.089291334
Q200059,R232326,-0.08929211
Q200082,R201780,-0.08929977
Q200091,R201980,-0.08931188
Q200085,R229117,-0.089325055
Q200049,R213553,-0.0893262
Q200063,R233671,-0.089332506
Q200093,R215534,-0.089334115
Q200011,R222491,-0.08933546
Q200020,R221584,-0.08933702
Q200083,R201513,-0.08933963
Q200049,R237199,-0.08934641
Q200067,R200965,-0.08935429
Q200070,R203811,-0.08936499
Q200041,R211705,-0.08937654
Q200065,R209880,-0.08938134
Q200036,R228009,-0.08938518
Q200011,R220360,-0.08938564
Q200056,R206907,-0.08938986
Q200066,R240284,-0.089401186
Q200030,R231883,-0.08940464
Q200088,R210082,-0.08940637
Q200011,R230192,-0.08941208
Q200071,R219766,-0.089421764
Q200011,R230921,-0.08942293
Q200035,R217730,-0.08943817
Q200083,R215525,-0.089440316
Q200047,R220225,-0.08945337
Q200086,R232255,-0.08945528
Q200007,R229765,-0.089458734
Q200070,R233444,-0.08946422
Q200015,R239782,-0.08947314
Q200088,R220027,-0.08947323
Q200063,R209804,-0.08947694
Q200012,R226932,-0.08947861
Q200037,R215384,-0.08947943
Q200059,R206814,-0.08948985
Q200009,R216116,-0.08949056
Q200007,R201588,-0.0894977
Q200005,R200422,-0.08950123
Q200093,R239731,-0.089505315
Q200067,R223977,-0.08950572
Q200038,R210765,-0.089513406
Q200056,R218422,-0.08951786
Q200005,R221325,-0.08952393
Q200093,R221235,-0.089525625
Q200014,R201920,-0.0895323
Q200050,R218163,-0.08953309
Q200011,R207811,-0.08953379
Q200073,R219018,-0.08954303
Q200037,R210358,-0.0895433
Q200072,R235246,-0.08955276
Q200007,R209126,-0.08955671
Q200095,R238857,-0.08955756
Q200095,R207766,-0.089558154
Q200049,R214934,-0.089564964
Q200099,R237888,-0.08956778
Q200014,R223976,-0.08956839
Q200071,R218581,-0.089573815
Q200075,R225079,-0.08957568
Q200027,R201565,-0.08958036
Q200071,R210344,-0.08958353
Q200098,R222584,-0.08958498
Q200086,R221553,-0.089587525
Q200095,R237643,-0.08959143
Q200049,R237183,-0.08959256
Q200064,R209037,-0.089601785
Q200012,R218853,-0.08960363
Q200088,R234044,-0.089613914
Q200056,R215004,-0.089615256
Q200069,R240098,-0.08962174
Q200058,R200444,-0.08962248
Q200038,R209477,-0.0896261
Q200015,R218663,-0.08962731
Q200014,R231057,-0.089639366
Q200020,R226182,-0.08963959
Q200098,R204859,-0.08963987
Q200011,R229963,-0.08964193
Q200008,R227581,-0.08964914
Q200002,R237237,-0.08965047
Q200086,R223814,-0.08965103
Q200091,R218507,-0.08965479
Q200014,R212328,-0.08965886
Q200027,R236960,-0.08965935
Q200005,R233749,-0.08966005
Q200031,R222826,-0.08966774
Q200093,R233768,-0.08966869
Q200088,R232463,-0.08967082
Q200093,R217896,-0.08968128
Q200014,R209771,-0.089684635
Q200044,R239510,-0.08968681
Q200012,R226605,-0.089696154
Q200037,R220232,-0.0896987
Q200008,R238299,-0.08970109
Q200064,R228318,-0.08970669
Q200036,R222530,-0.08970955
Q200033,R227951,-0.08971113
Q200071,R235735,-0.08971158
Q200096,R210167,-0.089715466
Q200037,R218971,-0.0897156
Q200018,R226464,-0.08971687
Q200053,R227590,-0.08971967
Q200045,R232284,-0.0897246
Q200033,R229396,-0.08972788
Q200056,R237101,-0.08973919
Q200059,R214596,-0.089745075
Q200012,R206183,-0.08974902
Q200064,R222963,-0.08974975
Q200088,R203204,-0.08975001
Q200041,R212389,-0.089752465
Q200038,R222564,-0.08976646
Q200086,R209333,-0.089770526
Q200086,R222328,-0.08977313
Q200063,R231469,-0.08977519
Q200007,R209481,-0.089777455
Q200011,R219091,-0.08978087
Q200083,R229030,-0.089781076
Q200044,R221217,-0.089783594
Q200052,R226168,-0.089785084
Q200100,R218024,-0.08979559
Q200056,R230279,-0.08981168
Q200034,R215944,-0.089812934
Q200086,R236970,-0.08982508
Q200014,R215058,-0.08983475
Q200063,R238097,-0.08983733
Q200098,R237790,-0.089842945
Q200001,R205509,-0.08984622
Q200086,R206066,-0.08985415
Q200086,R233285,-0.08986424
Q200095,R218634,-0.08986458
Q200095,R215801,-0.089866295
Q200012,R222287,-0.089872494
Q200030,R205893,-0.08988267
Q200092,R219177,-0.089885175
Q200024,R205635,-0.08989422
Q200013,R236087,-0.089897215
Q200059,R231369,-0.0899
Q200013,R239873,-0.08990005
Q200056,R206955,-0.089903325
Q200086,R235851,-0.08991893
Q200038,R233095,-0.08993524
Q200035,R234517,-0.089938015
Q200063,R205304,-0.08994463
Q200063,R226999,-0.08994542
Q200072,R230319,-0.089947656
Q200052,R228892,-0.089965135
Q200050,R217041,-0.08996886
Q200007,R206297,-0.08996959
Q200031,R220157,-0.0899757
Q200043,R213543,-0.08998944
Q200068,R224811,-0.089990765
Q200095,R217453,-0.089996174
Q200056,R221406,-0.090010256
Q200084,R219430,-0.09001078
Q200011,R229904,-0.090018466
Q200088,R235146,-0.090021476
Q200091,R213177,-0.090023786
Q200013,R235709,-0.09002398
Q200095,R213965,-0.09002547
Q200012,R230965,-0.09002736
Q200030,R212261,-0.09003401
Q200005,R210993,-0.090034485
Q200091,R227441,-0.090038925
Q200063,R227587,-0.090045705
Q200037,R218587,-0.0900487
Q200014,R236189,-0.09005524
Q200095,R211057,-0.09005593
Q200095,R233111,-0.09005746
Q200035,R228296,-0.09006351
Q200095,R215037,-0.09006502
Q200091,R207118,-0.090074524
Q200074,R222156,-0.090081304
Q200035,R200949,-0.09008247
Q200030,R235479,-0.09008807
Q200011,R231679,-0.090088814
Q200093,R205193,-0.09009533
Q200040,R231482,-0.09009713
Q200067,R218116,-0.09010661
Q200044,R206378,-0.090128064
Q200051,R202474,-0.09013179
Q200021,R210922,-0.090135306
Q200091,R207397,-0.09013887
Q200037,R219362,-0.090146676
Q200041,R224256,-0.090149716
Q200095,R201747,-0.09014979
Q200035,R203474,-0.09015766
Q200002,R204984,-0.09016463
Q200039,R204459,-0.09016496
Q200005,R219892,-0.09016654
Q200098,R221318,-0.09017384
Q200085,R223720,-0.09017427
Q200072,R228528,-0.0901757
Q200056,R211898,-0.09018189
Q200041,R238625,-0.09018257
Q200063,R233998,-0.09019169
Q200012,R219095,-0.0901922
Q200087,R214730,-0.090200126
Q200039,R230106,-0.09021826
Q200031,R229800,-0.09021835
Q200010,R227573,-0.090219155
Q200001,R208553,-0.090222105
Q200065,R228029,-0.09023678
Q200007,R213908,-0.090244606
Q200066,R215127,-0.09024623
Q200095,R216956,-0.090247646
Q200071,R211523,-0.090248525
Q200021,R222194,-0.09025352
Q200098,R210276,-0.09026
Q200009,R231471,-0.09026539
Q200027,R211567,-0.09027052
Q200098,R224481,-0.09027797
Q200053,R230798,-0.0902877
Q200063,R221714,-0.090288505
Q200024,R229736,-0.090295
Q200073,R224687,-0.09030217
Q200059,R232052,-0.09030302
Q200012,R207886,-0.09030312
Q200065,R232843,-0.09030536
Q200096,R230446,-0.09030931
Q200058,R217850,-0.090310395
Q200012,R219467,-0.090328276
Q200095,R230405,-0.0903305
Q200005,R234971,-0.09033492
Q200037,R228202,-0.0903355
Q200086,R217101,-0.090337455
Q200096,R214142,-0.090339914
Q200059,R215125,-0.09034258
Q200071,R205534,-0.09034318
Q200042,R212715,-0.09034389
Q200036,R221702,-0.09035309
Q200088,R203230,-0.09035577
Q200088,R202244,-0.09035654
Q200088,R234337,-0.09036237
Q200081,R209919,-0.09036271
Q200056,R239590,-0.09036431
Q200011,R217393,-0.090369254
Q200086,R227474,-0.09037681
Q200097,R234630,-0.0903786
Q200039,R215851,-0.09038633
Q200092,R234537,-0.090401754
Q200093,R225677,-0.09040193
Q200053,R202176,-0.090402156
Q200059,R216638,-0.090404525
Q200011,R235913,-0.090405375
Q200033,R224681,-0.09041935
Q200095,R201812,-0.09042129
Q200075,R226218,-0.09042212
Q200084,R229422,-0.09042756
Q200047,R211835,-0.09044202
Q200088,R206294,-0.09044205
Q200027,R232739,-0.09045483
Q200095,R227851,-0.09046599
Q200021,R227366,-0.09046708
Q200003,R207240,-0.09047243
Q200086,R205872,-0.09047282
Q200064,R237378,-0.09047295
Q200021,R238746,-0.09047328
Q200095,R227063,-0.090474665
Q200039,R238912,-0.09048286
Q200097,R220879,-0.090494394
Q200035,R203234,-0.090498716
Q200012,R230004,-0.09050241
Q200097,R217068,-0.090503335
Q200067,R203510,-0.090503395
Q200036,R220213,-0.09050426
Q200014,R233014,-0.09050971
Q200085,R209683,-0.09051195
Q200014,R215693,-0.09051646
Q200097,R233625,-0.09051919
Q200013,R228504,-0.09052388
Q200082,R228682,-0.090524614
Q200035,R233637,-0.09052627
Q200061,R236083,-0.09052704
Q200039,R225000,-0.09053376
Q200027,R219437,-0.090535164
Q200088,R226660,-0.09054881
Q200023,R233771,-0.09054893
Q200083,R221447,-0.09054951
Q200035,R238637,-0.09055136
Q200056,R235970,-0.090553656
Q200020,R205421,-0.09057537
Q200035,R238600,-0.09057537
Q200095,R224545,-0.09057677
Q200070,R211117,-0.09058301
Q200067,R203022,-0.090590835
Q200058,R218246,-0.090595216
Q200012,R209524,-0.09059861
Q200081,R207279,-0.09059879
Q200091,R231272,-0.09060356
Q200071,R221508,-0.09060599
Q200086,R220745,-0.09061018
Q200047,R210258,-0.09061149
Q200100,R222192,-0.09061164
Q200039,R208823,-0.090612054
Q200056,R223261,-0.09061356
Q200006,R219692,-0.09062308
Q200047,R231896,-0.09063628
Q200035,R215099,-0.09063728
Q200001,R223486,-0.09064147
Q200068,R200616,-0.09064321
Q200086,R224978,-0.090644285
Q200031,R201897,-0.09065054
Q200056,R224801,-0.09065138
Q200012,R239592,-0.090655
Q200037,R231571,-0.09065531
Q200071,R210375,-0.09066433
Q200035,R237255,-0.090667754
Q200011,R217956,-0.09067316
Q200065,R208909,-0.09067562
Q200089,R220468,-0.090676725
Q200005,R231222,-0.09067725
Q200012,R227090,-0.09068461
Q200039,R216933,-0.090684995
Q200059,R226931,-0.09068619
Q200074,R235748,-0.09069455
Q200035,R215405,-0.09069586
Q200061,R233670,-0.09069763
Q200013,R224346,-0.090700164
Q200007,R214323,-0.09070611
Q200081,R223499,-0.0907072
Q200041,R202238,-0.09071012
Q200084,R214393,-0.09071134
Q200043,R234879,-0.09071189
Q200072,R226954,-0.09071615
Q200013,R223233,-0.09071849
Q200039,R206174,-0.09072074
Q200011,R217989,-0.09072748
Q200085,R235404,-0.09073016
Q200083,R232993,-0.090732634
Q200030,R239688,-0.090735435
Q200086,R210338,-0.090746105
Q200012,R235558,-0.09074685
Q200036,R227934,-0.09074889
Q200067,R225860,-0.090750486
Q200099,R212436,-0.0907533
Q200012,R202793,-0.090755984
Q200095,R228494,-0.09075944
Q200041,R230226,-0.09076944
Q200096,R208771,-0.09077419
Q200075,R224911,-0.090774864
Q200021,R222607,-0.09077549
Q200059,R212955,-0.0907817
Q200042,R220287,-0.09078315
Q200088,R209598,-0.09078476
Q200021,R222740,-0.090789825
Q200012,R201277,-0.09079473
Q200086,R212684,-0.090795755
Q200072,R207178,-0.09080215
Q200046,R218101,-0.090802655
Q200037,R204282,-0.090808645
Q200074,R209046,-0.090814814
Q200021,R234791,-0.09081715
Q200095,R232882,-0.09081823
Q200083,R232077,-0.09082255
Q200035,R223856,-0.09082878
Q200066,R225842,-0.09083027
Q200089,R229045,-0.090832576
Q200060,R225558,-0.09083697
Q200063,R229045,-0.09084226
Q200031,R232583,-0.090842545
Q200093,R229451,-0.090842575
Q200051,R229052,-0.09084636
Q200038,R219631,-0.09084779
Q200011,R222486,-0.09085582
Q200063,R215240,-0.09085621
Q200017,R216878,-0.09085719
Q200093,R234073,-0.090864986
Q200095,R206437,-0.090869755
Q200099,R210607,-0.09087139
Q200069,R230504,-0.09087166
Q200062,R211251,-0.090872526
Q200036,R227342,-0.090884104
Q200052,R226097,-0.09088771
Q200091,R202217,-0.09088828
Q200031,R229305,-0.09089127
Q200095,R228425,-0.09089747
Q200035,R217032,-0.090898365
Q200031,R211455,-0.09089905
Q200011,R231730,-0.090902105
Q200007,R224891,-0.09090364
Q200056,R235059,-0.09090479
Q200035,R218402,-0.090908796
Q200086,R220358,-0.090909734
Q200099,R222895,-0.09091124
Q200005,R218877,-0.09091301
Q200011,R207496,-0.09091511
Q200008,R203579,-0.090917826
Q200068,R222716,-0.09091872
Q200072,R219636,-0.09092252
Q200095,R218278,-0.09092429
Q200021,R218463,-0.09092794
Q200038,R210348,-0.09093663
Q200095,R224024,-0.090942815
Q200018,R215852,-0.09094863
Q200088,R210860,-0.09095818
Q200095,R221328,-0.090971455
Q200039,R238808,-0.09097168
Q200070,R233637,-0.090972126
Q200056,R235155,-0.09097752
Q200011,R208201,-0.09097943
Q200038,R202589,-0.09098272
Q200021,R222307,-0.09099284
Q200093,R226158,-0.09099454
Q200075,R233005,-0.0909947
Q200027,R232126,-0.09099774
Q200038,R238912,-0.09099816
Q200067,R230760,-0.09100193
Q200086,R202562,-0.091004625
Q200027,R226944,-0.0910057
Q200038,R203579,-0.09101029
Q200091,R221739,-0.091013014
Q200088,R225279,-0.091019884
Q200007,R204301,-0.09102343
Q200097,R211717,-0.09103526
Q200071,R220205,-0.0910362
Q200018,R229201,-0.091064006
Q200083,R234893,-0.09106408
Q200058,R205510,-0.09106712
Q200037,R228926,-0.09107524
Q200024,R210137,-0.09108682
Q200083,R228552,-0.09109253
Q200095,R216509,-0.09109311
Q200012,R221867,-0.09109588
Q200031,R220767,-0.09109639
Q200095,R220134,-0.09109889
Q200095,R237803,-0.09110282
Q200010,R239741,-0.09110457
Q200005,R210553,-0.09110585
Q200011,R235980,-0.09111774
Q200036,R206257,-0.091131
Q200086,R220759,-0.09113273
Q200095,R239077,-0.091133654
Q200011,R230493,-0.091135666
Q200020,R221127,-0.091144934
Q200020,R210208,-0.091158524
Q200092,R220688,-0.09116314
Q200038,R207343,-0.09117271
Q200012,R232564,-0.09117529
Q200056,R219109,-0.091176376
Q200072,R201013,-0.09117815
Q200053,R213095,-0.09118064
Q200081,R220431,-0.0911811
Q200057,R217073,-0.09118122
Q200067,R232426,-0.09118247
Q200011,R203114,-0.09118943
Q200052,R203576,-0.09119211
Q200011,R225284,-0.09119812
Q200086,R239140,-0.09121075
Q200038,R202816,-0.09121162
Q200067,R236695,-0.09121436
Q200091,R215053,-0.09121604
Q200088,R219907,-0.09122686
Q200043,R208887,-0.09123276
Q200047,R202402,-0.0912448
Q200067,R215551,-0.09124553
Q200013,R224201,-0.09124811
Q200070,R236276,-0.09124926
Q200095,R239839,-0.09125073
Q200056,R226487,-0.09125394
Q200085,R233108,-0.09125726
Q200052,R200865,-0.09125951
Q200083,R237462,-0.091276124
Q200011,R221202,-0.0912856
Q200024,R211769,-0.09128906
Q200098,R234635,-0.09128991
Q200013,R234029,-0.09129043
Q200031,R237359,-0.09129147
Q200012,R207563,-0.0912939
Q200012,R203703,-0.09129532
Q200036,R222352,-0.091300055
Q200093,R222436,-0.09130557
Q200047,R239825,-0.09130809
Q200100,R229960,-0.091317326
Q200097,R226104,-0.09132852
Q200083,R203704,-0.09132913
Q200012,R225535,-0.0913344
Q200056,R212874,-0.091337875
Q200060,R203864,-0.09133954
Q200063,R238303,-0.09134439
Q200043,R202445,-0.091355875
Q200023,R211287,-0.091363296
Q200058,R231402,-0.091363356
Q200039,R227070,-0.09136358
Q200007,R208689,-0.09136434
Q200005,R205290,-0.09136818
Q200068,R236790,-0.09136878
Q200043,R212677,-0.09137152
Q200092,R209377,-0.091377914
Q200018,R236260,-0.09137949
Q200091,R204075,-0.09138812
Q200035,R222486,-0.0913925
Q200011,R223522,-0.091393024
Q200070,R218557,-0.09140977
Q200038,R224171,-0.09141286
Q200085,R231077,-0.091416165
Q200035,R234554,-0.091418356
Q200040,R204514,-0.09141895
Q200081,R201108,-0.09142366
Q200005,R235112,-0.09142494
Q200056,R202586,-0.09142585
Q200056,R239850,-0.09142999
Q200066,R216919,-0.091430366
Q200009,R218283,-0.091438055
Q200011,R205349,-0.09143905
Q200095,R219864,-0.09144746
Q200038,R200649,-0.09145415
Q200054,R230730,-0.09145892
Q200063,R233258,-0.09146388
Q200055,R225568,-0.09146476
Q200004,R229131,-0.0914851
Q200098,R224042,-0.09148547
Q200071,R228634,-0.09148657
Q200038,R209053,-0.09148991
Q200085,R209607,-0.09149937
Q200054,R225146,-0.091502756
Q200027,R205386,-0.091507554
Q200056,R219174,-0.09151
Q200041,R206184,-0.091515005
Q200031,R208759,-0.09151733
Q200075,R223967,-0.09151986
Q200072,R234285,-0.09152204
Q200020,R219106,-0.09153305
Q200035,R222073,-0.09153712
Q200046,R214875,-0.0915378
Q200020,R216943,-0.091538936
Q200097,R202468,-0.091539696
Q200063,R232632,-0.09155825
Q200063,R204924,-0.091564074
Q200058,R240165,-0.09156409
Q200064,R204593,-0.09156418
Q200035,R236255,-0.09156814
Q200059,R237793,-0.09156859
Q200058,R210250,-0.09157017
Q200037,R204689,-0.09157218
Q200014,R233137,-0.09157966
Q200095,R232796,-0.091582686
Q200092,R225758,-0.091588154
Q200065,R212481,-0.09159142
Q200012,R233572,-0.09159355
Q200063,R203318,-0.0915954
Q200091,R217448,-0.09159593
Q200055,R232460,-0.09159623
Q200014,R231329,-0.09159711
Q200015,R206572,-0.091600925
Q200099,R213291,-0.09160109
Q200013,R209426,-0.09160383
Q200099,R230321,-0.091607496
Q200063,R235431,-0.09160897
Q200057,R225766,-0.091609344
Q200095,R224511,-0.09161101
Q200069,R203627,-0.09161571
Q200014,R230331,-0.091621846
Q200098,R233132,-0.091628775
Q200063,R200248,-0.091630325
Q200015,R217436,-0.091631025
Q200039,R218725,-0.0916374
Q200014,R221316,-0.09164347
Q200031,R209591,-0.09164539
Q200086,R206283,-0.09164564
Q200005,R232104,-0.09164643
Q200037,R222751,-0.091650784
Q200071,R208058,-0.091650814
Q200071,R236356,-0.09165397
Q200057,R217890,-0.091668844
Q200005,R221881,-0.091668874
Q200053,R231967,-0.09167132
Q200063,R209258,-0.09167136
Q200100,R221682,-0.091671854
Q200097,R238483,-0.0916834
Q200042,R228484,-0.09169413
Q200038,R208691,-0.09169854
Q200003,R205056,-0.091699004
Q200002,R211588,-0.09170331
Q200098,R217393,-0.09170918
Q200011,R204755,-0.09170951
Q200072,R224645,-0.09171368
Q200041,R230396,-0.09171581
Q200095,R205122,-0.09171702
Q200083,R217737,-0.09171814
